IDENTIFIER	BINCODE	NAME
'264736_at'	'34.13'	'transport.peptides and oligopeptides'
'248932_at'	'34.13'	'transport.peptides and oligopeptides'
'255877_at'	'34.13'	'transport.peptides and oligopeptides'
'252536_at'	'34.13'	'transport.peptides and oligopeptides'
'252589_s_at'	'34.13'	'transport.peptides and oligopeptides'
'248931_at'	'34.13'	'transport.peptides and oligopeptides'
'262281_at'	'34.13'	'transport.peptides and oligopeptides'
'247460_at'	'34.13'	'transport.peptides and oligopeptides'
'245959_at'	'34.13'	'transport.peptides and oligopeptides'
'262912_at'	'34.13'	'transport.peptides and oligopeptides'
'257841_at'	'34.13'	'transport.peptides and oligopeptides'
'247440_at'	'34.13'	'transport.peptides and oligopeptides'
'252377_at'	'34.13'	'transport.peptides and oligopeptides'
'254938_at'	'34.13'	'transport.peptides and oligopeptides'
'252538_at'	'34.13'	'transport.peptides and oligopeptides'
'254396_at'	'34.13'	'transport.peptides and oligopeptides'
'261925_at'	'34.13'	'transport.peptides and oligopeptides'
'256334_at'	'34.13'	'transport.peptides and oligopeptides'
'253984_at'	'34.13'	'transport.peptides and oligopeptides'
'245296_at'	'34.13'	'transport.peptides and oligopeptides'
'259839_at'	'34.13'	'transport.peptides and oligopeptides'
'250378_at'	'34.13'	'transport.peptides and oligopeptides'
'260693_at'	'34.13'	'transport.peptides and oligopeptides'
'261924_at'	'34.13'	'transport.peptides and oligopeptides'
'252537_at'	'34.13'	'transport.peptides and oligopeptides'
'246566_at'	'34.13'	'transport.peptides and oligopeptides'
'246136_at'	'34.13'	'transport.peptides and oligopeptides'
'264976_at'	'34.13'	'transport.peptides and oligopeptides'
'248037_at'	'34.13'	'transport.peptides and oligopeptides'
'264659_at'	'34.13'	'transport.peptides and oligopeptides'
'261937_at'	'34.13'	'transport.peptides and oligopeptides'
'265253_at'	'34.13'	'transport.peptides and oligopeptides'
'247447_at'	'34.13'	'transport.peptides and oligopeptides'
'262925_at'	'34.13'	'transport.peptides and oligopeptides'
'251130_at'	'34.13'	'transport.peptides and oligopeptides'
'248275_at'	'34.13'	'transport.peptides and oligopeptides'
'262248_at'	'34.13'	'transport.peptides and oligopeptides'
'257811_at'	'34.13'	'transport.peptides and oligopeptides'
'259116_at'	'34.13'	'transport.peptides and oligopeptides'
'258353_s_at'	'34.13'	'transport.peptides and oligopeptides'
'252594_at'	'34.13'	'transport.peptides and oligopeptides'
'257789_at'	'34.13'	'transport.peptides and oligopeptides'
'252595_at'	'34.13'	'transport.peptides and oligopeptides'
'260410_at'	'34.13'	'transport.peptides and oligopeptides'
'253887_at'	'34.13'	'transport.peptides and oligopeptides'
'250261_at'	'34.13'	'transport.peptides and oligopeptides'
'259829_at'	'34.13'	'transport.peptides and oligopeptides'
'261336_at'	'34.14'	'transport.unspecified cations'
'253781_at'	'34.14'	'transport.unspecified cations'
'255262_at'	'34.14'	'transport.unspecified cations'
'262730_at'	'34.14'	'transport.unspecified cations'
'248084_at'	'34.14'	'transport.unspecified cations'
'257908_at'	'34.14'	'transport.unspecified cations'
'245854_at'	'34.14'	'transport.unspecified cations'
'254862_at'	'34.14'	'transport.unspecified cations'
'249864_at'	'34.14'	'transport.unspecified cations'
'250489_s_at'	'34.14'	'transport.unspecified cations'
'262791_at'	'34.14'	'transport.unspecified cations'
'263171_at'	'34.14'	'transport.unspecified cations'
'246763_at'	'34.14'	'transport.unspecified cations'
'261894_at'	'34.14'	'transport.unspecified cations'
'265252_at'	'34.14'	'transport.unspecified cations'
'263009_at'	'34.14'	'transport.unspecified cations'
'256697_at'	'34.14'	'transport.unspecified cations'
'248970_at'	'34.14'	'transport.unspecified cations'
'249846_at'	'34.14'	'transport.unspecified cations'
'264316_at'	'34.14'	'transport.unspecified cations'
'254281_at'	'34.14'	'transport.unspecified cations'
'266107_at'	'34.14'	'transport.unspecified cations'
'261398_at'	'34.14'	'transport.unspecified cations'
'248756_at'	'34.14'	'transport.unspecified cations'
'247248_at'	'34.14'	'transport.unspecified cations'
'265064_at'	'34.14'	'transport.unspecified cations'
'255812_at'	'34.14'	'transport.unspecified cations'
'257019_at'	'34.14'	'transport.unspecified cations'
'262835_at'	'34.14'	'transport.unspecified cations'
'263132_at'	'34.14'	'transport.unspecified cations'
'250487_at'	'34.14'	'transport.unspecified cations'
'258907_at'	'34.14'	'transport.unspecified cations'
'263806_at'	'34.14'	'transport.unspecified cations'
'253522_at'	'34.14'	'transport.unspecified cations'
'251508_at'	'34.14'	'transport.unspecified cations'
'246884_at'	'34.14'	'transport.unspecified cations'
'261795_at'	'34.14'	'transport.unspecified cations'
'266857_at'	'34.14'	'transport.unspecified cations'
'259081_at'	'34.14'	'transport.unspecified cations'
'255261_s_at'	'34.14'	'transport.unspecified cations'
'248897_at'	'34.15'	'transport.potassium'
'265936_at'	'34.15'	'transport.potassium'
'253392_at'	'34.15'	'transport.potassium'
'267305_at'	'34.15'	'transport.potassium'
'258629_at'	'34.15'	'transport.potassium'
'246591_at'	'34.15'	'transport.potassium'
'258860_at'	'34.15'	'transport.potassium'
'254651_at'	'34.15'	'transport.potassium'
'254214_at'	'34.15'	'transport.potassium'
'261536_at'	'34.15'	'transport.potassium'
'248027_at'	'34.15'	'transport.potassium'
'264607_at'	'34.15'	'transport.potassium'
'254520_at'	'34.15'	'transport.potassium'
'248117_at'	'34.15'	'transport.potassium'
'253434_at'	'34.15'	'transport.potassium'
'255551_at'	'34.15'	'transport.potassium'
'255687_at'	'34.15'	'transport.potassium'
'267610_at'	'34.15'	'transport.potassium'
'248898_at'	'34.15'	'transport.potassium'
'245897_at'	'34.15'	'transport.potassium'
'255304_at'	'34.15'	'transport.potassium'
'259205_at'	'34.15'	'transport.potassium'
'254663_at'	'34.15'	'transport.potassium'
'255829_at'	'34.15'	'transport.potassium'
'265987_at'	'34.15'	'transport.potassium'
'267423_at'	'34.15'	'transport.potassium'
'249619_at'	'34.15'	'transport.potassium'
'264338_at'	'34.15'	'transport.potassium'
'254305_at'	'34.15'	'transport.potassium'
'248375_at'	'34.15'	'transport.potassium'
'255686_at'	'34.15'	'transport.potassium'
'264247_at'	'34.15'	'transport.potassium'
'250329_at'	'34.15'	'transport.potassium'
'265903_at'	'34.15'	'transport.potassium'
'253330_at'	'34.15'	'transport.potassium'
'254743_at'	'34.15'	'transport.potassium'
'253554_at'	'34.15'	'transport.potassium'
'249298_at'	'34.15'	'transport.potassium'
'248888_at'	'34.15'	'transport.potassium'
'263699_at'	'34.15'	'transport.potassium'
'257842_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251824_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247537_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247806_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'261829_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260002_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251826_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252381_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'254710_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'267008_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'254022_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256308_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'245540_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266006_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251942_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260643_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256305_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257872_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'245962_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260614_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253517_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260308_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'259380_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251825_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251227_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260515_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260144_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266752_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'262899_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257899_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'263000_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266964_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253785_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260932_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251248_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'261763_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'261969_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266856_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'262575_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256970_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257185_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'245539_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252379_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253328_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'259937_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247515_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'265955_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247613_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'258033_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251845_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252380_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260709_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251785_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247538_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'265741_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251457_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'263904_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253732_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252382_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256757_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251503_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'259607_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'265093_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256672_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'254068_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'248277_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266866_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'250690_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257184_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260496_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'263865_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251944_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'255541_s_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'250198_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'255889_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266409_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'246067_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252986_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247593_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'250506_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251504_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'246580_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'264165_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266464_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'247222_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'262005_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257183_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252830_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'250885_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'263889_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252707_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251781_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'254292_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'256969_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'267319_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'254034_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257137_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266038_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'248392_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253611_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'252383_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'249063_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'261353_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'266158_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'255855_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'250239_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'257873_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'253863_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'263726_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'259579_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'251020_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'264330_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'249487_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'260490_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'248849_at'	'34.16'	'transport.ABC transporters and multidrug resistance systems'
'267363_at'	'34.17'	'transport.peroxisomes'
'259953_at'	'34.18'	'transport.unspecified anions'
'246886_at'	'34.18'	'transport.unspecified anions'
'247923_at'	'34.18'	'transport.unspecified anions'
'258913_at'	'34.18'	'transport.unspecified anions'
'251254_at'	'34.18'	'transport.unspecified anions'
'249327_at'	'34.18'	'transport.unspecified anions'
'263319_at'	'34.18'	'transport.unspecified anions'
'246942_at'	'34.18'	'transport.unspecified anions'
'264547_at'	'34.18'	'transport.unspecified anions'
'247449_at'	'34.18'	'transport.unspecified anions'
'248580_at'	'34.18'	'transport.unspecified anions'
'246681_at'	'34.18'	'transport.unspecified anions'
'253141_at'	'34.18'	'transport.unspecified anions'
'262585_at'	'34.18'	'transport.unspecified anions'
'256751_at'	'34.18'	'transport.unspecified anions'
'261627_at'	'34.18.1'	'transport.unspecified anions.arsenite-transporting ATPase'
'259148_at'	'34.18.1'	'transport.unspecified anions.arsenite-transporting ATPase'
''	'34.19'	'transport.Major Intrinsic Proteins'
'251858_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'265444_s_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'255674_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'259431_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'266533_s_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'251962_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'247586_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'266172_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'266927_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'266531_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'251324_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'254239_at'	'34.19.1'	'transport.Major Intrinsic Proteins.PIP'
'255580_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'255905_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'245399_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'252440_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'263867_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'259837_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'260088_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'248790_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'257313_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'258054_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'266649_at'	'34.19.2'	'transport.Major Intrinsic Proteins.TIP'
'265435_s_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'267024_s_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'249584_s_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'265420_s_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'256398_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'254971_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'254608_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'261881_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'254606_at'	'34.19.3'	'transport.Major Intrinsic Proteins.NIP'
'258584_at'	'34.19.4'	'transport.Major Intrinsic Proteins.SIP'
'250025_at'	'34.19.4'	'transport.Major Intrinsic Proteins.SIP'
'251661_at'	'34.19.4'	'transport.Major Intrinsic Proteins.SIP'
'265435_s_at'	'34.19.99'	'transport.Major Intrinsic Proteins.unspecified'
'267024_s_at'	'34.19.99'	'transport.Major Intrinsic Proteins.unspecified'
'249584_s_at'	'34.19.99'	'transport.Major Intrinsic Proteins.unspecified'
'259270_at'	'34.20'	'transport.porins'
'246546_at'	'34.20'	'transport.porins'
'247007_at'	'34.20'	'transport.porins'
'252228_at'	'34.20'	'transport.porins'
'262459_at'	'34.20'	'transport.porins'
'247937_at'	'34.21'	'transport.calcium'
'255647_at'	'34.21'	'transport.calcium'
'266228_at'	'34.21'	'transport.calcium'
'267090_at'	'34.21'	'transport.calcium'
'264533_s_at'	'34.21'	'transport.calcium'
'255380_at'	'34.21'	'transport.calcium'
'246302_at'	'34.21'	'transport.calcium'
'264644_at'	'34.21'	'transport.calcium'
'251815_at'	'34.21'	'transport.calcium'
'261650_at'	'34.21'	'transport.calcium'
'250054_at'	'34.21'	'transport.calcium'
'263154_at'	'34.21'	'transport.calcium'
'267093_at'	'34.21'	'transport.calcium'
'246303_at'	'34.21'	'transport.calcium'
'251053_at'	'34.21'	'transport.calcium'
'250053_at'	'34.21'	'transport.calcium'
'264526_at'	'34.21'	'transport.calcium'
'257011_at'	'34.21'	'transport.calcium'
'261433_s_at'	'34.21'	'transport.calcium'
'257662_at'	'34.21'	'transport.calcium'
'263777_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'258377_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'253615_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'247890_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'246590_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'248153_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'252399_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'253622_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'261786_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'266520_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'246510_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'255599_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'263795_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'258351_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'263776_s_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'261142_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'261027_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'248250_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'265544_at'	'34.22'	'transport.cyclic nucleotide or calcium regulated channels'
'259504_at'	'34.30'	'transport.H+ transporting pyrophosphatase'
'255760_at'	'34.30'	'transport.H+ transporting pyrophosphatase'
'264249_at'	'34.30'	'transport.H+ transporting pyrophosphatase'
'252414_at'	'34.98'	'transporter.membrane system unknown'
'265759_at'	'34.98'	'transporter.membrane system unknown'
'263213_at'	'34.98'	'transporter.membrane system unknown'
'254107_at'	'34.98'	'transporter.membrane system unknown'
'255103_at'	'34.99'	'transport.misc'
'254389_s_at'	'34.99'	'transport.misc'
'257463_at'	'34.99'	'transport.misc'
'261767_s_at'	'34.99'	'transport.misc'
'261132_at'	'34.99'	'transport.misc'
'254077_at'	'34.99'	'transport.misc'
'259803_at'	'34.99'	'transport.misc'
'255923_at'	'34.99'	'transport.misc'
'247594_at'	'34.99'	'transport.misc'
'263401_at'	'34.99'	'transport.misc'
'250808_at'	'34.99'	'transport.misc'
'259980_at'	'34.99'	'transport.misc'
'262861_at'	'34.99'	'transport.misc'
'248558_at'	'34.99'	'transport.misc'
'264835_at'	'34.99'	'transport.misc'
'248643_at'	'34.99'	'transport.misc'
'263402_at'	'34.99'	'transport.misc'
'265927_at'	'34.99'	'transport.misc'
'263734_at'	'34.99'	'transport.misc'
'248808_at'	'34.99'	'transport.misc'
'258100_at'	'34.99'	'transport.misc'
'254301_at'	'34.99'	'transport.misc'
'252884_at'	'34.99'	'transport.misc'
'255728_at'	'34.99'	'transport.misc'
'259774_at'	'34.99'	'transport.misc'
'260075_at'	'34.99'	'transport.misc'
'247404_at'	'34.99'	'transport.misc'
'246247_at'	'34.99'	'transport.misc'
'252080_at'	'34.99'	'transport.misc'
'256324_at'	'34.99'	'transport.misc'
'264883_s_at'	'34.99'	'transport.misc'
'248548_at'	'34.99'	'transport.misc'
'261514_at'	'34.99'	'transport.misc'
'251492_at'	'34.99'	'transport.misc'
'265151_at'	'34.99'	'transport.misc'
'263404_s_at'	'34.99'	'transport.misc'
'263765_at'	'34.99'	'transport.misc'
'259804_at'	'34.99'	'transport.misc'
'263866_at'	'34.99'	'transport.misc'
'263258_at'	'34.99'	'transport.misc'
'263558_at'	'34.99'	'transport.misc'
'251078_at'	'34.99'	'transport.misc'
'249545_at'	'34.99'	'transport.misc'
'263403_at'	'34.99'	'transport.misc'
'251187_at'	'34.99'	'transport.misc'
'264681_s_at'	'34.99'	'transport.misc'
'247415_at'	'34.99'	'transport.misc'
'252525_at'	'34.99'	'transport.misc'
'246208_at'	'34.99'	'transport.misc'
'267092_at'	'34.99'	'transport.misc'
'263314_at'	'34.99'	'transport.misc'
'250477_at'	'34.99'	'transport.misc'
'263226_at'	'34.99'	'transport.misc'
'256451_s_at'	'34.99'	'transport.misc'
'252062_at'	'34.99'	'transport.misc'
'257861_at'	'34.99'	'transport.misc'
'255717_at'	'34.99'	'transport.misc'
'261618_at'	'34.99'	'transport.misc'
'247995_at'	'34.99'	'transport.misc'
'258403_at'	'34.99'	'transport.misc'
'247128_at'	'34.99'	'transport.misc'
'258107_at'	'34.99'	'transport.misc'
'248127_at'	'34.99'	'transport.misc'
'259754_at'	'34.99'	'transport.misc'
'263073_at'	'34.99'	'transport.misc'
'263749_at'	'34.99'	'transport.misc'
'253244_at'	'34.99'	'transport.misc'
'263040_at'	'34.99'	'transport.misc'
'265669_at'	'34.99'	'transport.misc'
'267046_at'	'34.99'	'transport.misc'
'247851_at'	'34.99'	'transport.misc'
'245046_at'	'34.99'	'transport.misc'
'250252_at'	'34.99'	'transport.misc'
'248769_at'	'34.99'	'transport.misc'
'267027_at'	'34.99'	'transport.misc'
'259968_at'	'34.99'	'transport.misc'
'262755_at'	'34.99'	'transport.misc'
'260604_at'	'34.99'	'transport.misc'
'257107_at'	'34.99'	'transport.misc'
'263062_at'	'34.99'	'transport.misc'
'262813_at'	'34.99'	'transport.misc'
'259217_at'	'34.99'	'transport.misc'
'259743_at'	'34.99'	'transport.misc'
'248335_at'	'34.99'	'transport.misc'
'264034_s_at'	'34.99'	'transport.misc'
'260731_at'	'34.99'	'transport.misc'
'253021_at'	'34.99'	'transport.misc'
'261617_s_at'	'34.99'	'transport.misc'
'246303_at'	'34.99'	'transport.misc'
'246945_s_at'	'34.99'	'transport.misc'
'262569_at'	'34.99'	'transport.misc'
'263405_s_at'	'34.99'	'transport.misc'
'257314_at'	'34.99'	'transport.misc'
'256024_at'	'34.99'	'transport.misc'
'249958_at'	'34.99'	'transport.misc'
'252028_at'	'34.99'	'transport.misc'
'261151_at'	'34.99'	'transport.misc'
'257366_s_at'	'34.99'	'transport.misc'
'258179_at'	'34.99'	'transport.misc'
'260852_at'	'34.99'	'transport.misc'
'261596_at'	'34.99'	'transport.misc'
'267006_at'	'34.99'	'transport.misc'
'249071_at'	'34.99'	'transport.misc'
'264289_at'	'34.99'	'transport.misc'
'252937_at'	'34.99'	'transport.misc'
'261269_at'	'34.99'	'transport.misc'
'264612_at'	'34.99'	'transport.misc'
'257593_at'	'34.99'	'transport.misc'
'254683_at'	'34.99'	'transport.misc'
'264124_at'	'34.99'	'transport.misc'
'256370_at'	'34.99'	'transport.misc'
'246239_at'	'34.99'	'transport.misc'
'261640_at'	'34.99'	'transport.misc'
'261926_at'	'34.99'	'transport.misc'
'261344_at'	'34.99'	'transport.misc'
'266254_at'	'34.99'	'transport.misc'
'261563_at'	'34.99'	'transport.misc'
'262589_s_at'	'34.99'	'transport.misc'
'264535_at'	'34.99'	'transport.misc'
'256443_at'	'34.99'	'transport.misc'
'262881_at'	'34.99'	'transport.misc'
'255752_at'	'34.99'	'transport.misc'
'247842_at'	'34.99'	'transport.misc'
'261116_at'	'34.99'	'transport.misc'
'259919_at'	'34.99'	'transport.misc'
'250045_at'	'34.99'	'transport.misc'
'261199_at'	'34.99'	'transport.misc'
'248134_at'	'34.99'	'transport.misc'
'260896_at'	'34.99'	'transport.misc'
'262605_at'	'34.99'	'transport.misc'
'262756_at'	'34.99'	'transport.misc'
'265419_at'	'34.99'	'transport.misc'
''	'35'	'not assigned'
'251577_at'	'35.1'	'not assigned.no ontology'
'262259_s_at'	'35.1'	'not assigned.no ontology'
'251139_at'	'35.1'	'not assigned.no ontology'
'261469_at'	'35.1'	'not assigned.no ontology'
'262346_at'	'35.1'	'not assigned.no ontology'
'255440_at'	'35.1'	'not assigned.no ontology'
'264414_s_at'	'35.1'	'not assigned.no ontology'
'251958_at'	'35.1'	'not assigned.no ontology'
'259228_at'	'35.1'	'not assigned.no ontology'
'256429_at'	'35.1'	'not assigned.no ontology'
'256021_at'	'35.1'	'not assigned.no ontology'
'260102_at'	'35.1'	'not assigned.no ontology'
'261112_at'	'35.1'	'not assigned.no ontology'
'250401_at'	'35.1'	'not assigned.no ontology'
'265717_at'	'35.1'	'not assigned.no ontology'
'265028_at'	'35.1'	'not assigned.no ontology'
'253674_at'	'35.1'	'not assigned.no ontology'
'263980_at'	'35.1'	'not assigned.no ontology'
'252344_s_at'	'35.1'	'not assigned.no ontology'
